source_row_index,time,X1A,Y1A,X2A,Y2A,X3A,Y3A,X4A,Y4A,X5A,Y5A,X1B,Y1B,X2B,Y2B,X3B,Y3B,X4B,Y4B,s1,c1,s2,c2,s3,c3,L_A,G_A,X0_A,Y6_A,L_B,G_B,X0_B,Y5_B,H1,H2,H3,time_hours
4,2.2222222222222223,0.26,0.144,0.136,0.094,0.08,0.064,0.062,0.06,0.064,0.056,0.244,0.144,0.114,0.088,0.072,0.048,0.072,0.06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.0,0.0,0.0,2.2222222222222223
14,7.777777777777778,0.26,0.14,0.14,0.088,0.078,0.064,0.066,0.06,0.056,0.058,0.248,0.126,0.112,0.072,0.072,0.066,0.06,0.048,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.0,0.0,0.0,7.777777777777778
24,13.333333333333332,0.252,0.128,0.122,0.084,0.076,0.054,0.048,0.052,0.046,0.052,0.234,0.13,0.108,0.076,0.07,0.062,0.064,0.052,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6,0.05,7.5,50.0,0.6,0.05,0.0,0.0,0.0,13.333333333333332
34,18.88888888888889,0.262,0.136,0.132,0.086,0.076,0.062,0.062,0.048,0.042,0.042,0.242,0.132,0.108,0.074,0.07,0.056,0.056,0.064,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.05,7.5,50.0,0.6,0.05,0.0,0.0,0.0,18.88888888888889
44,24.444444444444443,0.264,0.112,0.112,0.072,0.058,0.05,0.042,0.044,0.04,0.032,0.236,0.13,0.12,0.078,0.068,0.076,0.048,0.052,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,7.5,50.0,0.6,0.05,0.0,0.0,0.0,24.444444444444443
54,30.0,0.26,0.124,0.118,0.064,0.054,0.048,0.05,0.03,0.028,0.032,0.218,0.128,0.102,0.078,0.066,0.058,0.058,0.05,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,50.0,0.6,0.05,0.0,0.0,0.0,30.0
64,35.55555555555556,0.256,0.124,0.118,0.064,0.062,0.038,0.05,0.04,0.034,0.028,0.22,0.12,0.114,0.08,0.064,0.054,0.05,0.054,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.6,0.05,0.0,0.0,0.0,35.55555555555556
74,41.11111111111111,0.258,0.118,0.116,0.072,0.052,0.046,0.044,0.036,0.04,0.034,0.188,0.11,0.088,0.064,0.06,0.05,0.05,0.058,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.05,0.0,0.0,0.0,41.11111111111111
84,46.66666666666666,0.256,0.112,0.108,0.056,0.064,0.048,0.044,0.026,0.034,0.038,0.242,0.172,0.162,0.13,0.134,0.128,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.0,0.0,0.0,46.66666666666666
94,52.22222222222222,0.27,0.124,0.12,0.064,0.072,0.052,0.044,0.04,0.046,0.028,0.24,0.17,0.162,0.134,0.124,0.124,0.132,0.122,0.0,0.0,0.0,0.0,0.0,0.0,8.950622172006547,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.0,0.0,0.0,52.22222222222222
